Sub_Department,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
Endocrinology Department,Hypothyroidism,I have fatigue,I have weight_gain,I have cold_hands_and_feets,I have mood_swings,I have lethargy,I have dizziness,I have puffy_face_and_eyes,I have enlarged_thyroid,I have brittle_nails,I have swollen_extremeties,I have depression,I have irritability,I have abnormal_menstruation,I don't have irritability,I don't have Localized discomfort,I don't have ulcers,I don't have cramps
